gene_name	count	amino_acid_length	length
HSPE1-MOB4	0	0	50313
HSPG2	0	0	115052
HTN3	0	0	8125
HTR5A-AS1	0	0	4490
HTR7	0	0	117093
HUG1	0	0	1088
HYKK	0	0	29808
IBA57-AS1	0	0	1426
ICOS	0	0	24829
IDH1	0	0	29847
IDH2	0	0	19459
IDO2	0	0	81777
IER3	0	0	1355
IFITM10	0	0	18181
IFNA1	0	0	875
IFNA2	0	0	1142
IFNE	0	0	1471
IFRG15	0	0	395
IFT20	0	0	7163
IFT81	0	0	94462
IGFBP1	0	0	5311
IGFL1	0	0	1491
IGFN1	0	0	38127
IGIP	0	0	2870
IGJ	0	0	26276
IGLL5	0	0	8327
IGSF23	0	0	23141
IGSF9B	0	0	48421
IKBKG	0	0	17698
IKZF1	0	0	129079
IL10	0	0	4892
IL17A	0	0	4251
IL18	0	0	20866
IL1B	0	0	7152
IL20	0	0	3869
IL21	0	0	8441
IL22	0	0	5365
IL23A	0	0	1530
IL2RG	0	0	4704
IL36G	0	0	12462
IL4	0	0	8690
ILF2	0	0	9012
IMP3	0	0	9621
INA	0	0	13188
INMT-FAM188B	0	0	139943
INPP5D	0	0	191872
INSIG1	0	0	12459
INSL3	0	0	5062
INSL4	0	0	3885
INTS4L2	0	0	70789
IQCF1	0	0	8459
IQCF5	0	0	1863
IQCF6	0	0	429
IRAK4	0	0	30599
IRF1	0	0	9189
IRG1	0	0	10145
ISCA2	0	0	3386
ISCU	0	0	6802
ITGB1BP1	0	0	20072
ITIH5	0	0	107729
IVD	0	0	30460
IZUMO3	0	0	2994
JADE1	0	0	65600
JADE2	0	0	58915
JADE3	0	0	148930
JAK2	0	0	143150
JAM2	0	0	78290
JAZF1	0	0	350170
JH8	0	0	12523
JOSD1	0	0	16013
KAAG1	0	0	1381
KB-1507C5.2	0	0	113576
KB-1980E6.3	0	0	9928
KBTBD2	0	0	25959
KCNE2	0	0	7365
KCNJ9	0	0	8993
KCNK2	0	0	231318
KCNN1	0	0	48787
KCNS3	0	0	483768
KCNU1	0	0	151804
KCTD13	0	0	22023
KCTD2	0	0	33314
KCTD5	0	0	26555
KDM7A	0	0	92289
KHDC1L	0	0	2226
KIAA0040	0	0	36012
KIAA0087	0	0	5667
KIAA0101	0	0	22693
KIAA0125	0	0	7987
KIAA0754	0	0	6003
KIAA1024L	0	0	18653
KIAA1161	0	0	10183
KIAA1658	0	0	257
KIAA1875	0	0	10589
KIF13B	0	0	195845
KIF5B	0	0	47421
KIF5C	0	0	250454
KIN	0	0	37065
KIR2DL2	0	0	14512
KIR2DS1	0	0	28349
KIR2DS2	0	0	14325
KIR2DS5	0	0	14980
KIR3DX1	0	0	10933
KIRREL3	0	0	580101
KISS1R	0	0	3728
KIT	0	0	82796
KLF1	0	0	2758
KLF6	0	0	9285
KLHDC10	0	0	65210
KLHL29	0	0	323393
KLHL33	0	0	6831
KLK6	0	0	11042
KLRC4-KLRK1	0	0	37793
KLRF1	0	0	17529
KLRF2	0	0	14344
KM-PA-2	0	0	14150
KMT2A	0	0	90334
KMT2B	0	0	20858
KMT2C	0	0	301080
KMT2D	0	0	40799
KMT2E	0	0	100182
KNOP1	0	0	14655
KRAS	0	0	46147
KRBA1	0	0	19792
KRBOX1	0	0	133309
KRTAP10-7	0	0	1594
KRTAP12-1	0	0	587
KRTAP12-3	0	0	409
KRTAP1-4	0	0	407
KRTAP16-1	0	0	1553
KRTAP19-1	0	0	645
KRTAP19-4	0	0	309
KRTAP19-6	0	0	329
KRTAP20-1	0	0	253
KRTAP20-2	0	0	383
KRTAP20-3	0	0	272
KRTAP20-4	0	0	223
KRTAP21-3	0	0	252
KRTAP2-1	0	0	775
KRTAP22-2	0	0	292
KRTAP2-2	0	0	732
KRTAP2-3	0	0	849
KRTAP25-1	0	0	369
KRTAP29-1	0	0	1025
KRTAP4-1	0	0	1240
KRTAP4-16P	0	0	707
KRTAP4-6	0	0	1054
KRTAP4-9	0	0	1156
KRTAP5-4	0	0	1180
KRTAP5-9	0	0	1187
KRTAP6-1	0	0	499
KRTAP6-2	0	0	310
KRTAP6-3	0	0	635
KRTAP9-1	0	0	2194
KRTAP9-6	0	0	1302
KRTAP9-7	0	0	1038
KRTAP9-9	0	0	980
KSR1	0	0	169791
KSR2	0	0	515971
L1TD1	0	0	17497
L47234.1	0	0	194
LA16c-431H6.6	0	0	54456
LACTBL1	0	0	12295
LAGE3	0	0	1568
LAMTOR1	0	0	17492
LBH	0	0	92199
LBX1	0	0	2818
LCA10	0	0	8317
LCE1C	0	0	1796
LCE2B	0	0	12106
LCE3C	0	0	424
LCE6A	0	0	1115
LCN9	0	0	3100
LDOC1	0	0	1376
LDOC1L	0	0	5726
LEAP2	0	0	2724
LEKR1	0	0	220648
LELP1	0	0	1677
LEPROTL1	0	0	81810
LGALS16	0	0	4753
LGALS7	0	0	2521
LGALS7B	0	0	2538
LHB	0	0	1101
LHFPL3	0	0	579897
LIMS3	0	0	21175
LIMS3L	0	0	7883
LIN28B	0	0	126284
LIN37	0	0	6158
LIN52	0	0	116437
LINC00346	0	0	584
LINC00632	0	0	62912
LINC00692	0	0	15167
LINC00696	0	0	491
LINC00908	0	0	82313
LINC00923	0	0	132332
LINC00935	0	0	38351
LINC00955	0	0	13842
LINC00998	0	0	1895
LINC00999	0	0	19746
LINC01098	0	0	261993
LINC01100	0	0	15399
LINC01101	0	0	1786
LINC01118	0	0	5989
LINC01119	0	0	42310
LINC01124	0	0	2116
LIPT1	0	0	8202
LL22NC03-63E9.3	0	0	7257
LL22NC03-75H12.2	0	0	25812
LLPH	0	0	7706
LMO2	0	0	33714
LMOD1	0	0	50135
LOH12CR2	0	0	1659
LPAR1	0	0	165438
LPHN3	0	0	877077
LRAT	0	0	126173
LRLE1	0	0	173
LRRC16A	0	0	341452
LRRC28	0	0	139367
LRRC38	0	0	39098
LRRC3C	0	0	3273
LRRC3DN	0	0	2264
LRRC53	0	0	42736
LRRC57	0	0	6280
LRRC63	0	0	65418
LRRC69	0	0	117404
LRRC72	0	0	54688
LRRC9	0	0	143846
LRRD1	0	0	67372
LSM2	0	0	9580
LSM3	0	0	22761
LSM6	0	0	24315
LSMEM1	0	0	10209
LSMEM2	0	0	9087
LST1	0	0	2781
LST3	0	0	274571
LTBP4	0	0	36936
LUZP6	0	0	176
LUZPP1	0	0	2290
LY6G6E	0	0	1476
LY96	0	0	37735
LYN	0	0	131568
LYNX1	0	0	13888
LYPD1	0	0	26726
LYPD8	0	0	434
LYRM1	0	0	25138
LYRM2	0	0	70609
LYRM4	0	0	158345
LYRM5	0	0	14429
LYRM7	0	0	34616
LZTS3	0	0	10929
MAFF	0	0	14629
MAFG	0	0	9444
MAGEA2	0	0	3977
MAGEA2B	0	0	4014
MAGEA9	0	0	5813
MAGEB17	0	0	3983
MAGEB5	0	0	2101
MAGED4	0	0	7445
MAGED4B	0	0	7445
MAGEH1	0	0	1460
MAGEL2	0	0	2484
MAGOH	0	0	11718
MAGOHB	0	0	7610
MAL2	0	0	80640
MALRD1	0	0	586551
MALSU1	0	0	12990
MAML3	0	0	437431
MANBAL	0	0	27622
MANEA	0	0	31914
MANSC4	0	0	8538
MAP2K4	0	0	123006
MAP3K15	0	0	155205
MAP3K7CL	0	0	98418
MAP4K4	0	0	197837
MAP4K5	0	0	142625
MAPK1IP1L	0	0	18561
MAPK8IP2	0	0	13295
MAPRE1	0	0	30512
MARC1	0	0	27634
MARC2	0	0	36583
MARCH10	0	0	107030
MARCH11	0	0	113623
MARCH1	0	0	859752
MARCH2	0	0	25747
MARCH3	0	0	163094
MARCH4	0	0	114162
MARCH5	0	0	62801
MARCH6	0	0	86685
MARCH7	0	0	58538
MARCH8	0	0	140319
MARCH9	0	0	5309
MARVELD1	0	0	4977
MATN2	0	0	167876
MAX	0	0	96521
MBD3L3	0	0	2431
MBD3L4	0	0	2431
MBD3L5	0	0	2433
MC1R	0	0	8858
MCCD1	0	0	1515
MCFD2	0	0	39985
MCIDAS	0	0	7701
MCL1	0	0	5034
MCUR1	0	0	28011
MDS2	0	0	59073
MED12	0	0	23897
MED20	0	0	15785
MED31	0	0	8319
MED8	0	0	5891
MEI4	0	0	236316
MEN1	0	0	7784
MET	0	0	125996
METTL21A	0	0	45297
METTL8	0	0	117393
MEX3A	0	0	9985
MFAP1	0	0	20310
MGA	0	0	148719
MGC10955	0	0	922
MGC39584	0	0	39123
MGC4294	0	0	944
MGC4771	0	0	104
MGST1	0	0	262117
MIA	0	0	5842
MIA-RAB4B	0	0	15037
MICA	0	0	11736
MICU1	0	0	258801
MICU2	0	0	111517
MICU3	0	0	95406
MIEF1	0	0	18700
MIEF2	0	0	6018
MILR1	0	0	19606
MINOS1-NBL1	0	0	61076
MIR3654	0	0	31928
MISP	0	0	13193
MLANA	0	0	19804
MLLT11	0	0	10736
MLXIP	0	0	115266
MMGT1	0	0	11993
MMP12	0	0	12298
MMP23B	0	0	3165
MMP28	0	0	29779
MOB2	0	0	31790
MOB4	0	0	38128
MOBP	0	0	62281
MOSPD1	0	0	27641
MPL	0	0	14965
MPPED2	0	0	202379
MPV17L	0	0	17514
MRAP2	0	0	57125
MRC1L1	0	0	101816
MREG	0	0	89606
MRGBP	0	0	4140
MROH2A	0	0	57699
MROH7-TTC4	0	0	100522
MROH8	0	0	78362
MRPL33	0	0	216370
MRPL41	0	0	1356
MRPS16	0	0	5941
MRPS25	0	0	22875
MRPS36	0	0	12367
MS4A18	0	0	14896
MS4A4E	0	0	41835
MS4A5	0	0	25625
MS4A6A	0	0	13058
MS4A8	0	0	16237
MSH5-SAPCD1	0	0	24831
MSH6	0	0	114571
MSMB	0	0	13019
MSMP	0	0	3623
MSRB1	0	0	5116
MST4	0	0	52678
MSX2	0	0	6360
MT1A	0	0	1421
MT1G	0	0	1334
MT1HL1	0	0	315
MT1X	0	0	1772
MT2A	0	0	1298
MT3	0	0	2014
MT-ATP6	0	0	680
MT-ATP8	0	0	206
MT-CO1	0	0	1541
MT-CO2	0	0	683
MT-CO3	0	0	783
MTCP1	0	0	86315
MT-CYB	0	0	1140
MTFP1	0	0	3527
MTG2	0	0	20539
MT-ND1	0	0	955
MT-ND2	0	0	1041
MT-ND3	0	0	345
MT-ND4	0	0	1377
MT-ND4L	0	0	296
MT-ND5	0	0	1811
MT-ND6	0	0	524
MTRNR2L10	0	0	1120
MTRNR2L11	0	0	1551
MTRNR2L1	0	0	1554
MTRNR2L12	0	0	1019
MTRNR2L13	0	0	1504
MTRNR2L2	0	0	1036
MTRNR2L3	0	0	1382
MTRNR2L4	0	0	1230
MTRNR2L5	0	0	1738
MTRNR2L6	0	0	1394
MTRNR2L7	0	0	1493
MTRNR2L8	0	0	1289
MTRNR2L9	0	0	526
MTURN	0	0	27952
MUC12	0	0	49326
MUC16	0	0	132498
MUC19	0	0	177435
MUC20	0	0	20241
MUC22	0	0	24928
MUC2	0	0	29544
MUC3A	0	0	3167
MUC5AC	0	0	70784
MUC8	0	0	1392
MUM1L1	0	0	40651
MURC	0	0	9827
MXRA7	0	0	38465
MYBPC3	0	0	21296
MYCBP	0	0	18653
MYCL	0	0	6830
MYD88	0	0	4544
MYL7	0	0	2468
MYL9	0	0	8341
MYLPF	0	0	7057
MYO10	0	0	270977
MYO15B	0	0	38790
MYO18B	0	0	288896
MYO1H	0	0	107620
MYO7A	0	0	86974
MYRFL	0	0	133793
NAA20	0	0	16539
NAA38	0	0	8792
NAA60	0	0	121861
NABP1	0	0	18591
NACA2	0	0	769
NADK2	0	0	49687
NAMPTL	0	0	2513
NAP1L5	0	0	2320
NAP1L6	0	0	2043
NAPB	0	0	46966
NAT1	0	0	53212
NBPF10	0	0	28278
NBPF11	0	0	50118
NBPF12	0	0	94198
NBPF14	0	0	22221
NBPF1	0	0	51243
NBPF20	0	0	97257
NBPF4	0	0	20726
NBPF8	0	0	77673
NBPF9	0	0	18669
NCAM1	0	0	317161
NCBP2	0	0	7195
NCBP2L	0	0	16949
NCR2	0	0	15232
NCR3	0	0	4088
NCR3LG1	0	0	25615
NDC1	0	0	73400
NDP	0	0	24728
NDUFA11	0	0	12730
NDUFA2	0	0	9045
NDUFA3	0	0	6528
NDUFA4	0	0	8305
NDUFA4L2	0	0	5812
NDUFA8	0	0	27353
NDUFAF3	0	0	3036
NDUFB10	0	0	2467
NDUFB3	0	0	14317
NDUFB4	0	0	6191
NDUFC1	0	0	35671
NDUFS5	0	0	8318
NDUFS6	0	0	15205
NECAP1	0	0	15560
NEDD8	0	0	15602
NEK3	0	0	27221
NENF	0	0	13485
NEURL1	0	0	98573
NEUROD2	0	0	6241
NF1	0	0	287189
NF2	0	0	95042
NFU1	0	0	41878
NFYA	0	0	27031
NFYB	0	0	21212
NGB	0	0	5829
NGF	0	0	52318
NHLH1	0	0	5781
NHLH2	0	0	7540
NHSL2	0	0	232486
NIFK	0	0	9978
NIM1K	0	0	88779
NKAIN3	0	0	751061
NKPD1	0	0	10400
NKX1-1	0	0	3399
NKX1-2	0	0	3161
NKX6-3	0	0	6158
NME1-NME2	0	0	18188
NMNAT3	0	0	117837
NNAT	0	0	2475
NOBOX	0	0	12987
NOL12	0	0	92457
NOMO3	0	0	62316
NOTCH1	0	0	51418
NPCDR1	0	0	368
NPFF	0	0	948
NPFFR1	0	0	36347
NPIPA1	0	0	29256
NPIPA2	0	0	17347
NPIPA3	0	0	17394
NPIPA5	0	0	17388
NPIPA7	0	0	14899
NPIPA8	0	0	29332
NPIPB11	0	0	22675
NPIPB15	0	0	14202
NPIPB3	0	0	46330
NPIPB4	0	0	46258
NPIPB5	0	0	57400
NPIPB6	0	0	20953
NPIPB7	0	0	14175
NPIPB8	0	0	21028
NPIPB9	0	0	21020
NPM1	0	0	24021
NPPB	0	0	1467
NPRL3	0	0	54586
NPY4R	0	0	4785
NR2C2AP	0	0	2008
NRAS	0	0	12425
NRBF2	0	0	21733
NRGN	0	0	7364
NRK	0	0	136066
NRROS	0	0	22318
NSMCE2	0	0	275441
NT5C	0	0	1570
NT5C3A	0	0	48667
NT5DC4	0	0	21393
NTF4	0	0	9283
NTMT1	0	0	27046
NUDC	0	0	46624
NUDT15	0	0	9655
NUDT18	0	0	2549
NUDT8	0	0	1992
NUPR1	0	0	1889
NUPR1L	0	0	1719
NUTM1	0	0	14422
NUTM2A	0	0	11460
NUTM2B	0	0	11454
NUTM2D	0	0	13027
NUTM2E	0	0	9518
NUTM2F	0	0	13321
NUTM2G	0	0	11943
NXF2	0	0	111354
NXF2B	0	0	111416
NXNL2	0	0	49173
NXPH1	0	0	319008
NXPH2	0	0	109576
NYX	0	0	28276
OAZ1	0	0	4002
OAZ2	0	0	15708
OAZ3	0	0	8363
OBSCN	0	0	170746
OCLM	0	0	883
OCM2	0	0	6485
OCSTAMP	0	0	9628
OFCC1	0	0	615498
OMP	0	0	491
OOSP1	0	0	6879
OOSP2	0	0	7769
OPALIN	0	0	16119
OPLAH	0	0	12568
OR10D3	0	0	1029
OR10G6	0	0	998
OR13C3	0	0	1107
OR14A2	0	0	944
OR14K1	0	0	944
OR1D5	0	0	938
OR2A42	0	0	932
OR2A7	0	0	1115
OR2AJ1	0	0	986
OR2AP1	0	0	929
OR2H1	0	0	7146
OR2J1	0	0	1272
OR2L5	0	0	938
OR2T29	0	0	1013
OR2T7	0	0	926
OR2V1	0	0	947
OR4C5	0	0	980
OR4D10	0	0	1023
OR4D11	0	0	935
OR4F4	0	0	1053
OR4P4	0	0	938
OR51H1P	0	0	908
OR51J1	0	0	950
OR51M1	0	0	1057
OR52B1P	0	0	812
OR52B2	0	0	1078
OR52E6	0	0	1024
OR52I1	0	0	1206
OR56B3P	0	0	866
OR5M10	0	0	1051
OR5M11	0	0	1011
OR5M1	0	0	947
OR5W2	0	0	932
OR6F1	0	0	1060
OR6J1	0	0	1043
OR6P1	0	0	953
OR8G5	0	0	1040
OR8U9	0	0	9169
OR9G9	0	0	917
ORAI1	0	0	16128
OSER1	0	0	14295
OST4	0	0	1301
OSTC	0	0	17236
OSTN	0	0	66374
OTOG	0	0	99777
OTOGL	0	0	169637
OVCH1	0	0	85212
OVCH1-AS1	0	0	98194
OVOL3	0	0	2509
OXCT1	0	0	140454
OXT	0	0	897
P2RX5-TAX1BP3	0	0	33131
PABPC1L2A	0	0	2236
PABPC1L2B	0	0	2199
PABPC4L	0	0	5415
PAFAH1B3	0	0	6513
PAGE2B	0	0	3846
PAGE3	0	0	6431
PAGE4	0	0	4713
PAGE5	0	0	3753
PAH	0	0	121525
PAIP2	0	0	28130
PAPD5	0	0	82392
PAPOLB	0	0	4261
PAPPA-AS1	0	0	2446
PARG	0	0	104390
PATE1	0	0	3574
PATE2	0	0	2706
PAXIP1-AS2	0	0	21410
PBOV1	0	0	2498
PBRM1	0	0	140565
PCDHA1	0	0	226053
PCDHA2	0	0	217485
PCDHA3	0	0	211146
PCDHA4	0	0	205270
PCDHA5	0	0	190707
PCDHA7	0	0	177960
PCDHA8	0	0	171022
PCDHA9	0	0	164881
PCDHB17	0	0	3062
PCGF2	0	0	15920
PCNA	0	0	11673
PCNXL4	0	0	77222
PCP4L1	0	0	26723
PCSK6	0	0	224587
PDCD5	0	0	6384
PDE6G	0	0	12653
PDE6H	0	0	8843
PDE7A	0	0	124812
PDGFRA	0	0	69150
PDIA5	0	0	158165
PDIK1L	0	0	14370
PDZD11	0	0	3919
PECAM1	0	0	91273
PEG10	0	0	13370
PELP1	0	0	32953
PET100	0	0	2219
PET117	0	0	5296
PFDN4	0	0	20205
PFDN6	0	0	9096
PFN1	0	0	3409
PGPEP1L	0	0	39565
PGRMC2	0	0	19587
PHACTR1	0	0	570752
PHAX	0	0	26984
PHB2	0	0	5498
PHF11	0	0	33377
PHLDA3	0	0	3745
PHYHIP	0	0	12632
PHYKPL	0	0	24294
PI4K2B	0	0	118451
PIEZO1	0	0	69868
PIEZO2	0	0	482107
PIGA	0	0	16103
PIGB	0	0	36688
PIGX	0	0	96232
PIGY	0	0	216
PIH1	0	0	92
PIH1D3	0	0	37611
PIK3CA	0	0	91979
PIK3R1	0	0	86101
PIK3R6	0	0	64953
PIN1	0	0	14425
PINLYP	0	0	7164
PIP4K2B	0	0	34437
PISD	0	0	43941
PITPNB	0	0	68465
PITPNC1	0	0	319797
PITRM1	0	0	35083
PITX1	0	0	7078
PKIB	0	0	254442
PKIG	0	0	92462
PLA2G10	0	0	22121
PLA2G12A	0	0	20088
PLA2G2C	0	0	16171
PLA2G4E	0	0	69608
PLAC1	0	0	198484
PLAC8	0	0	47027
PLCD3	0	0	24386
PLCH2	0	0	79550
PLEKHA2	0	0	72675
PLEKHD1	0	0	43806
PLET1	0	0	12707
PLGLB1	0	0	19293
PLGLB2	0	0	10706
PLK5	0	0	11382
PLSCR2	0	0	104570
PMCH	0	0	1386
PMM2	0	0	60508
PMP2	0	0	7197
PNMA2	0	0	9406
PNMA6A	0	0	100025
PNMA6B	0	0	1936
PNMA6C	0	0	2580
PNMA6D	0	0	1982
PNMAL2	0	0	9592
PNO1	0	0	18394
POC1B-GALNT4	0	0	6854
POLDIP2	0	0	10886
POLR1D	0	0	46645
POLR2G	0	0	5166
POLR2H	0	0	6878
POLR2J3	0	0	34738
POLR2K	0	0	3418
POLR2L	0	0	5189
POM121L2	0	0	26267
POM121L7	0	0	5302
POMGNT2	0	0	26844
POMK	0	0	29919
POMP	0	0	19821
POTEB2	0	0	30942
POTEB	0	0	31374
POTEI	0	0	50211
POTEJ	0	0	46610
POU5F1B	0	0	5776
POU5F2	0	0	6835
PP13004	0	0	6652
PP13439	0	0	18134
PP2D1	0	0	32369
PPAPDC2	0	0	2958
PPBP	0	0	1159
PPEF1	0	0	152010
PPFIA2	0	0	501287
PPIAL4B	0	0	784
PPIAL4C	0	0	784
PPIAL4D	0	0	784
PPIH	0	0	18333
PPME1	0	0	83604
PPP1CB	0	0	51300
PPP1R11	0	0	3624
PPP1R1B	0	0	9886
PPP1R37	0	0	56681
PPP1R3B	0	0	15319
PPP1R3E	0	0	7205
PPP1R9B	0	0	16887
PPP2CA	0	0	31808
PPP2R2A	0	0	81189
PPP2R2D	0	0	25376
PPP3CB	0	0	59596
PPP4R1L	0	0	78307
PPP5D1	0	0	120404
PPT2	0	0	10244
PPT2-EGFL8	0	0	18133
PPY	0	0	1664
PQBP1	0	0	5225
PQLC3	0	0	23676
PRAC1	0	0	800
PRAMEF11	0	0	6796
PRAMEF19	0	0	3516
PRAMEF20	0	0	10896
PRAMEF21	0	0	10877
PRAMEF26	0	0	3225
PRAMEF3	0	0	3496
PRAMEF7	0	0	4119
PRAMEF8	0	0	4119
PRB3	0	0	3882
PRED57	0	0	3897
PRED58	0	0	14145
PRED60	0	0	6440
PRED62	0	0	4798
PRH1	0	0	3244
PRIM2	0	0	333772
PRIMA1	0	0	70183
PRIMPOL	0	0	45350
PRKDC	0	0	187074
PRKX	0	0	109238
PRL	0	0	10250
PRM3	0	0	308
PRMT8	0	0	212624
PRNT	0	0	9386
PROB1	0	0	3250
PROK2	0	0	13550
PRPF4	0	0	17562
PRPS1	0	0	22519
PRR20A	0	0	3021
PRR20B	0	0	3021
PRR20C	0	0	3021
PRR20D	0	0	3021
PRR20E	0	0	3021
PRR23D1	0	0	2822
PRR23D2	0	0	2822
PRR26	0	0	15221
PRR4	0	0	342939
PRR7	0	0	9837
PRR9	0	0	1733
PRRC2C	0	0	107999
PRRT1	0	0	6011
PRSS2	0	0	3593
PRSS45	0	0	70466
PRSS46	0	0	16846
PRSS54	0	0	15050
PRSS56	0	0	5249
PRY2	0	0	24251
PRY	0	0	24240
PSMA2	0	0	15362
PSMB10	0	0	2585
PSMB8	0	0	3934
PSMC3IP	0	0	5516
PSMD11	0	0	39057
PSME2	0	0	4205
PTCH1	0	0	74077
PTCHD3	0	0	16181
PTCHD4	0	0	190661
PTEN	0	0	108817
PTGES	0	0	14716
PTH	0	0	4126
PTMA	0	0	6646
PTMS	0	0	5434
PTN	0	0	116523
PTPN11	0	0	91562
PTPN20A	0	0	91090
PTPN20B	0	0	91092
PTPRQ	0	0	273028
PTRH1	0	0	31895
PTRHD1	0	0	3648
PTTG2	0	0	690
PURA	0	0	8959
PVALB	0	0	18795
PXMP2	0	0	33084
PXT1	0	0	52338
PYDC2	0	0	293
PYROXD1	0	0	32751
PYURF	0	0	2828
RAB10	0	0	103347
RAB19	0	0	22207
RAB30	0	0	98790
RAB33A	0	0	13221
RAB35	0	0	22407
RAB37	0	0	76757
RAB39A	0	0	34979
RAB3A	0	0	7290
RAB3B	0	0	82808
RAB44	0	0	16614
RAB4B-EGLN2	0	0	29956
RAB6A	0	0	85499
RAB6B	0	0	71597
RAB7A	0	0	88674
RAB8A	0	0	22605
RAB8B	0	0	78313
RAB9B	0	0	9906
RAD51	0	0	37382
RAD51L3-RFFL	0	0	110144
RALYL	0	0	739057
RAMP2	0	0	4594
RANGRF	0	0	1595
RAP2A	0	0	34906
RAP2B	0	0	6236
RAP2C	0	0	16418
RAPGEF5	0	0	238907
RASA4B	0	0	35336
RASL11B	0	0	4543
RASSF8	0	0	120863
RB1	0	0	178235
RBAK-RBAKDN	0	0	89503
RBM12B-AS1	0	0	652
RBM18	0	0	27215
RBM24	0	0	12529
RBMXL3	0	0	3468
RBMY1B	0	0	14448
RBMY1D	0	0	14450
RBMY1E	0	0	37991
RBMY1F	0	0	14440
RBMY1J	0	0	109058
RBX1	0	0	21962
RD3L	0	0	1882
RECQL4	0	0	6562
REP15	0	0	1138
RER1	0	0	13616
RESP18	0	0	5768
RET	0	0	53324
RETN	0	0	1404
REXO1L10P	0	0	2027
REXO1L11P	0	0	2027
REXO1L1P	0	0	7031
RFK	0	0	9000
RFPL3S	0	0	22146
RFPL4AL1	0	0	4038
RFPL4B	0	0	3966
RFX7	0	0	156005
RGAG1	0	0	97518
RGAG4	0	0	4800
RGN	0	0	14937
RGPD2	0	0	229835
RGS18	0	0	27358
RGS21	0	0	50293
RGSL1	0	0	110478
RHAG	0	0	31681
RHBG	0	0	16008
RHNO1	0	0	13202
RHOB	0	0	2365
RHOQ	0	0	41315
RHOT1	0	0	110920
RHOXF2B	0	0	5859
RIBC2	0	0	18804
RIIAD1	0	0	19372
RIMBP3B	0	0	5783
RIMBP3C	0	0	6104
RIN2	0	0	115936
RIPPLY3	0	0	13509
RITA1	0	0	6842
RMI2	0	0	102143
RNF112	0	0	6151
RNF146	0	0	21957
RNF151	0	0	2152
RNF166	0	0	9926
RNF181	0	0	1888
RNF182	0	0	55856
RNF183	0	0	6283
RNF187	0	0	8705
RNF223	0	0	3341
RNF224	0	0	2072
RNF39	0	0	5576
RNF7	0	0	9356
ROMO1	0	0	1712
RP1-102H19.8	0	0	77136
RP11-1012A1.4	0	0	30547
RP11-101E3.5	0	0	15543
RP11-1021N1.1	0	0	119594
RP11-1026M7.2	0	0	12199
RP11-1055B8.6	0	0	6383
RP11-1055B8.7	0	0	59817
RP11-105C20.2	0	0	44855
RP11-1070N10.3	0	0	1775
RP11-1084J3.4	0	0	137354
RP11-1085N6.3	0	0	81570
RP11-108K14.8	0	0	29661
RP11-1099M24.7	0	0	4691
RP11-10A14.4	0	0	16394
RP11-10J21.3	0	0	2252
RP11-1102P16.1	0	0	188585
RP11-1105G2.3	0	0	5086
RP11-111M22.2	0	0	33306
RP11-113D6.10	0	0	5424
RP11-113D6.6	0	0	49309
RP11-114H20.1	0	0	3395
RP11-1167A19.2	0	0	2342
RP11-116D17.1	0	0	1733
RP11-1220K2.2	0	0	109539
RP11-123K3.4	0	0	46875
RP11-125O5.2	0	0	129716
RP11-126K1.2	0	0	1905
RP11-127H5.1	0	0	828527
RP11-12J10.3	0	0	174647
RP11-131H24.4	0	0	4574
RP11-133K1.2	0	0	58968
RP11-1396O13.13	0	0	4966
RP11-139J15.7	0	0	12718
RP11-1407O15.2	0	0	84141
RP11-144F15.1	0	0	278960
RP11-145E5.5	0	0	230350
RP11-146D12.2	0	0	64250
RP11-147C23.1	0	0	84979
RP11-152F13.10	0	0	15899
RP11-155D18.14	0	0	13715
RP11-156E8.1	0	0	1738
RP11-156P1.2	0	0	124021
RP11-159D12.5	0	0	16215
RP11-159G9.5	0	0	79699
RP11-15E18.4	0	0	22076
RP11-160N1.10	0	0	2957
RP11-162A12.2	0	0	27563
RP11-166B2.1	0	0	49270
RP11-166N6.3	0	0	58746
RP11-167N24.6	0	0	3688
RP11-169F17.1	0	0	113239
RP11-171N4.2	0	0	7960
RP11-176H8.1	0	0	123129
RP11-178C3.1	0	0	32193
RP11-178L8.4	0	0	31397
RP11-17M16.1	0	0	2568
RP11-180C1.1	0	0	40585
RP11-181C3.1	0	0	18311
RP11-187E13.1	0	0	5529
RP11-187E13.2	0	0	11783
RP11-190A12.7	0	0	15153
RP11-195B21.3	0	0	19205
RP11-195F19.5	0	0	1949
RP11-196G11.1	0	0	11517
RP11-1C1.5	0	0	17088
RP11-201K10.3	0	0	17863
RP11-204N11.1	0	0	14725
RP11-206C20.1	0	0	524
RP11-206C20.2	0	0	985
RP11-20I23.1	0	0	24186
RP11-210M15.2	0	0	58722
RP11-212D19.4	0	0	43250
RP11-215A19.2	0	0	128764
RP11-216L13.17	0	0	9216
RP11-219A15.1	0	0	114192
RP11-219B4.5	0	0	23271
RP11-219B4.6	0	0	3553
RP11-231C14.4	0	0	22310
RP11-234B24.6	0	0	86947
RP11-242G20.1	0	0	7553
RP11-244H3.4	0	0	50208
RP11-247C2.2	0	0	3363
RP11-248J23.6	0	0	35060
RP11-248J23.7	0	0	64296
RP11-257K9.8	0	0	53450
RP11-268J15.5	0	0	5487
RP11-272B17.2	0	0	906
RP11-276H1.3	0	0	3556
RP11-279O9.4	0	0	747
RP11-286N22.8	0	0	56602
RP11-287D1.3	0	0	151773
